airTemperature,cloudCover,humidity,precipitation,pressure,time,visibility,windSpeed,place
28.84,100,74.03,0,1003.27,2021-08-28T16:00:00+00:00,24.13,2.09,Chennai
19.84,100,94.6,0.19,1007.58,2021-08-28T16:00:00+00:00,23.69,4.7,Bangalore
25.01,100,81.6,0.67,1003.55,2021-08-28T16:00:00+00:00,23.67,1.97,Hyderabad
25.21,33.87,79.57,0.05,1002.37,2021-08-28T16:00:00+00:00,24.13,1.92,Bhopal
24.57,100,92.27,1.25,1002.9,2021-08-28T16:00:00+00:00,8.17,2.41,Ranchi
14.71,96.57,83.23,0.28,1008.42,2021-08-28T17:00:00+00:00,14.99,1.44,Srinagar
27.51,92.27,73.73,0.04,1004.38,2021-08-28T17:00:00+00:00,24.14,3.2,Mumbai
28.71,100,73.47,0,1003.31,2021-08-28T17:00:00+00:00,24.14,2.51,Chennai
19.71,100,94.7,0.15,1007.67,2021-08-28T17:00:00+00:00,23.91,4.6,Bangalore
24.94,100,81.1,0.55,1003.53,2021-08-28T17:00:00+00:00,23.21,1.94,Hyderabad
24.84,61.13,81.03,0.1,1002.57,2021-08-28T17:00:00+00:00,24.14,1.85,Bhopal
24.37,100,93.93,1.02,1002.87,2021-08-28T17:00:00+00:00,10.84,2.14,Ranchi
18.26,46.4,70.03,0.29,1008.24,2021-08-29T04:00:00+00:00,24.14,1.62,Srinagar
27.7,14.9,71,0.03,1004.84,2021-08-29T04:00:00+00:00,24.14,2.59,Mumbai
28.53,80.27,71.1,0.03,1003.67,2021-08-29T04:00:00+00:00,24.11,4.17,Chennai
21.23,100,86.43,0.02,1007.51,2021-08-29T04:00:00+00:00,24.14,4.53,Bangalore
25.63,99.87,78.13,0.34,1004.15,2021-08-29T04:00:00+00:00,18.51,4.71,Hyderabad
26.06,80.37,79.87,0.02,1003.63,2021-08-29T04:00:00+00:00,24.14,3.59,Bhopal
25.2,95.03,89.33,0.57,1003.61,2021-08-29T04:00:00+00:00,20.55,1.63,Ranchi
19.75,73.2,63.17,0.33,1007.53,2021-08-29T05:00:00+00:00,24.14,1.61,Srinagar
28.42,24,67.5,0.04,1004.83,2021-08-29T05:00:00+00:00,24.14,2.67,Mumbai
28.88,90.13,70.9,0.06,1003.55,2021-08-29T05:00:00+00:00,24.08,4.42,Chennai
22.08,100,82.27,0.02,1007.36,2021-08-29T05:00:00+00:00,24.14,4.83,Bangalore
26.88,99.73,73.27,0.69,1003.67,2021-08-29T05:00:00+00:00,12.88,4.72,Hyderabad
26.95,88.93,75.73,0.05,1003.52,2021-08-29T05:00:00+00:00,24.14,3.82,Bhopal
26.32,90.07,84.57,1.03,1003.22,2021-08-29T05:00:00+00:00,16.96,2.16,Ranchi
21.24,100,56.3,0.38,1006.81,2021-08-29T06:00:00+00:00,24.14,1.61,Srinagar
29.14,33.1,64,0.06,1004.83,2021-08-29T06:00:00+00:00,24.14,2.74,Mumbai
29.24,100,70.7,0.09,1003.42,2021-08-29T06:00:00+00:00,24.06,4.66,Chennai
22.94,100,78.1,0.03,1007.2,2021-08-29T06:00:00+00:00,24.14,5.14,Bangalore
28.14,99.6,68.4,1.03,1003.19,2021-08-29T06:00:00+00:00,7.25,4.73,Hyderabad
27.84,97.5,71.6,0.07,1003.41,2021-08-29T06:00:00+00:00,24.14,4.04,Bhopal
27.44,85.1,79.8,1.48,1002.83,2021-08-29T06:00:00+00:00,13.37,2.69,Ranchi
22.35,72.87,50.6,0.28,1005.8,2021-08-29T07:00:00+00:00,24.14,1.55,Srinagar
29.22,48.1,63.93,0.04,1004.18,2021-08-29T07:00:00+00:00,24.14,2.84,Mumbai
29.45,99.57,70.3,0.09,1002.45,2021-08-29T07:00:00+00:00,24.08,4.33,Chennai
22.42,99.2,80.97,0.09,1006.36,2021-08-29T07:00:00+00:00,23.79,5.14,Bangalore
28.02,99.73,69.37,1.22,1002.46,2021-08-29T07:00:00+00:00,11.56,4.85,Hyderabad
27.45,92.27,74.3,0.07,1002.66,2021-08-29T07:00:00+00:00,24.14,3.66,Bhopal
27.79,85.87,77.87,1.24,1002.21,2021-08-29T07:00:00+00:00,14.58,2.96,Ranchi
23.47,45.73,44.9,0.18,1004.79,2021-08-29T08:00:00+00:00,24.14,1.5,Srinagar
29.3,63.1,63.87,0.02,1003.54,2021-08-29T08:00:00+00:00,24.14,2.95,Mumbai
29.67,99.13,69.9,0.08,1001.49,2021-08-29T08:00:00+00:00,24.11,4.01,Chennai
21.9,98.4,83.83,0.14,1005.52,2021-08-29T08:00:00+00:00,23.45,5.13,Bangalore
27.9,99.87,70.33,1.41,1001.74,2021-08-29T08:00:00+00:00,15.87,4.97,Hyderabad
27.07,87.03,77,0.07,1001.9,2021-08-29T08:00:00+00:00,24.14,3.29,Bhopal
28.14,86.63,75.93,0.99,1001.59,2021-08-29T08:00:00+00:00,15.78,3.23,Ranchi
24.59,18.6,39.2,0.08,1003.78,2021-08-29T09:00:00+00:00,24.13,1.44,Srinagar
29.39,78.1,63.8,0,1002.89,2021-08-29T09:00:00+00:00,24.13,3.05,Mumbai
29.89,98.7,69.5,0.08,1000.52,2021-08-29T09:00:00+00:00,24.13,3.68,Chennai
21.39,97.6,86.7,0.2,1004.68,2021-08-29T09:00:00+00:00,23.11,5.13,Bangalore
27.79,100,71.3,1.6,1001.01,2021-08-29T09:00:00+00:00,20.18,5.09,Hyderabad
26.69,81.8,79.7,0.07,1001.15,2021-08-29T09:00:00+00:00,24.13,2.91,Bhopal
28.49,87.4,74,0.75,1000.97,2021-08-29T09:00:00+00:00,16.99,3.5,Ranchi
24.55,12.4,38.43,0.11,1003.34,2021-08-29T10:00:00+00:00,24.13,1.03,Srinagar
29.05,85.4,67,0,1002.75,2021-08-29T10:00:00+00:00,24.13,3.63,Mumbai
29.49,99.13,71.6,0.24,1000.71,2021-08-29T10:00:00+00:00,21.4,3.66,Chennai
21.32,98.17,86.23,0.13,1004.94,2021-08-29T10:00:00+00:00,23.45,5.29,Bangalore
27.12,99.87,74.7,1.3,1001.16,2021-08-29T10:00:00+00:00,20.81,4.99,Hyderabad
26.92,87.87,79.73,0.63,1000.93,2021-08-29T10:00:00+00:00,20.72,2.52,Bhopal
27.65,91.4,78.3,0.54,1001.2,2021-08-29T10:00:00+00:00,15.43,3.33,Ranchi
24.52,6.2,37.67,0.14,1002.9,2021-08-29T11:00:00+00:00,24.13,0.63,Srinagar
28.72,92.7,70.2,0.01,1002.61,2021-08-29T11:00:00+00:00,24.13,3.47,Mumbai
29.09,99.57,73.7,0.39,1000.9,2021-08-29T11:00:00+00:00,18.67,3.61,Chennai
21.25,98.73,85.77,0.07,1005.19,2021-08-29T11:00:00+00:00,23.79,5.46,Bangalore
26.45,99.73,78.1,1,1001.31,2021-08-29T11:00:00+00:00,21.43,4.9,Hyderabad
27.15,93.93,79.77,1.19,1000.71,2021-08-29T11:00:00+00:00,17.31,2.12,Bhopal
26.82,95.4,82.6,0.32,1001.42,2021-08-29T11:00:00+00:00,13.86,3.17,Ranchi
24.49,0,36.9,0.17,1002.46,2021-08-29T12:00:00+00:00,24.13,0.22,Srinagar
28.39,100,73.4,0.01,1002.47,2021-08-29T12:00:00+00:00,24.13,3.3,Mumbai
28.69,100,75.8,0.55,1001.09,2021-08-29T12:00:00+00:00,15.93,3.56,Chennai
21.19,99.3,85.3,0,1005.44,2021-08-29T12:00:00+00:00,24.13,5.62,Bangalore
25.79,99.6,81.5,0.71,1001.46,2021-08-29T12:00:00+00:00,22.06,4.8,Hyderabad
27.39,100,79.8,1.75,1000.5,2021-08-29T12:00:00+00:00,13.89,1.73,Bhopal
25.99,99.4,86.9,0.11,1001.64,2021-08-29T12:00:00+00:00,12.3,3,Ranchi
21.98,0,44.03,0.17,1003.87,2021-08-29T13:00:00+00:00,24.13,1.17,Srinagar
28.21,100,73.83,0,1003.04,2021-08-29T13:00:00+00:00,24.14,3.07,Mumbai
28.85,95.9,75.33,0.71,1001.92,2021-08-29T13:00:00+00:00,13.23,2.86,Chennai
20.85,99.37,86.63,0,1006.23,2021-08-29T13:00:00+00:00,24.14,5.19,Bangalore
25.21,99.73,83.43,0.55,1002.26,2021-08-29T13:00:00+00:00,22.75,4.49,Hyderabad
26.08,100,84.2,1.65,1001.58,2021-08-29T13:00:00+00:00,13.58,3.19,Bhopal
25.45,98.67,88.9,0.08,1002.52,2021-08-29T13:00:00+00:00,16.24,3.05,Ranchi
19.48,0,51.17,0.17,1005.28,2021-08-29T14:00:00+00:00,24.13,2.13,Srinagar
28.04,100,74.27,0,1003.61,2021-08-29T14:00:00+00:00,24.14,2.85,Mumbai
29.01,91.8,74.87,0.86,1002.74,2021-08-29T14:00:00+00:00,10.52,2.17,Chennai
20.51,99.43,87.97,0,1007.01,2021-08-29T14:00:00+00:00,24.14,4.77,Bangalore
24.64,99.87,85.37,0.39,1003.05,2021-08-29T14:00:00+00:00,23.44,4.18,Hyderabad
24.78,100,88.6,1.56,1002.66,2021-08-29T14:00:00+00:00,13.26,4.64,Bhopal
24.91,97.93,90.9,0.05,1003.39,2021-08-29T14:00:00+00:00,20.19,3.11,Ranchi
