airTemperature,cloudCover,humidity,precipitation,pressure,time,visibility,windSpeed,place
28.55,37.1,74,0.03,1005.4,2021-08-25T12:00:00+00:00,24.14,3.92,Mumbai
29.55,100,79.4,0.91,1002.99,2021-08-25T12:00:00+00:00,24.14,3.17,Chennai
27.85,100,55.5,0.65,1005.62,2021-08-25T12:00:00+00:00,24.14,2.03,Bangalore
25.65,100,80.5,0.49,1004.71,2021-08-25T12:00:00+00:00,22.09,4.91,Hyderabad
27.25,100,80.6,0,1002.63,2021-08-25T12:00:00+00:00,24.14,5.33,Bhopal
28.35,99.5,78.6,0.76,1000.26,2021-08-25T12:00:00+00:00,13.16,1.93,Ranchi
25.55,97,37.23,0,999.82,2021-08-25T13:00:00+00:00,24.14,2.34,Srinagar
28.19,26.4,76.27,0.02,1005.86,2021-08-25T13:00:00+00:00,24.14,3.75,Mumbai
29.45,100,79.6,0.82,1003.73,2021-08-25T13:00:00+00:00,20.58,2.72,Chennai
26.82,100,60,1.04,1006.6,2021-08-25T13:00:00+00:00,21.89,2.33,Bangalore
25.12,100,82.77,0.44,1005.62,2021-08-25T13:00:00+00:00,20.41,4.29,Hyderabad
26.52,100,82.83,0,1003.14,2021-08-25T13:00:00+00:00,24.14,5.02,Bhopal
27.59,91.77,80.47,0.88,1000.89,2021-08-25T13:00:00+00:00,16.82,2.04,Ranchi
22.86,44.57,57,0,1000.96,2021-08-25T14:00:00+00:00,24.14,2.87,Srinagar
27.83,15.7,78.53,0.01,1006.32,2021-08-25T14:00:00+00:00,24.14,3.58,Mumbai
29.36,100,79.8,0.73,1004.47,2021-08-25T14:00:00+00:00,17.02,2.28,Chennai
25.79,100,64.5,1.43,1007.58,2021-08-25T14:00:00+00:00,19.64,2.64,Bangalore
24.59,100,85.03,0.39,1006.54,2021-08-25T14:00:00+00:00,18.72,3.68,Hyderabad
25.79,100,85.07,0,1003.64,2021-08-25T14:00:00+00:00,24.14,4.72,Bhopal
26.83,84.03,82.33,0.99,1001.52,2021-08-25T14:00:00+00:00,20.48,2.15,Ranchi
20.17,58,51.9,0,1002.09,2021-08-25T15:00:00+00:00,24.14,3.39,Srinagar
27.47,5,80.8,0,1006.77,2021-08-25T15:00:00+00:00,24.14,3.41,Mumbai
21.64,23.73,57.47,0.02,1003.96,2021-08-26T04:00:00+00:00,24.13,1.5,Srinagar
27.54,72.93,78.57,0.2,1006.84,2021-08-26T04:00:00+00:00,23.18,4.03,Mumbai
28.61,100,78.33,2.1,1006.43,2021-08-26T04:00:00+00:00,9.6,2.22,Chennai
23.77,100,72.3,0,1009.23,2021-08-26T04:00:00+00:00,24.13,1.28,Bangalore
26.84,89.7,72.17,0.17,1006.59,2021-08-26T04:00:00+00:00,24.13,4.53,Hyderabad
25.77,85,81.5,0.01,1004.66,2021-08-26T04:00:00+00:00,24.13,6.52,Bhopal
25.31,100,87.4,0.18,1002.74,2021-08-26T04:00:00+00:00,24.13,3.29,Ranchi
23.37,20.17,54.43,0.05,1003.21,2021-08-26T05:00:00+00:00,24.13,1.62,Srinagar
28.17,50.37,75.23,0.1,1006.75,2021-08-26T05:00:00+00:00,23.66,4.22,Mumbai
28.8,100,77.77,1.12,1005.95,2021-08-26T05:00:00+00:00,16.87,2.31,Chennai
25.73,100,63.5,0,1008.63,2021-08-26T05:00:00+00:00,24.13,2.33,Bangalore
27.87,79.4,68.43,0.35,1006.29,2021-08-26T05:00:00+00:00,24.13,4.52,Hyderabad
26.53,92.4,78.6,0.03,1004.61,2021-08-26T05:00:00+00:00,24.13,6.31,Bhopal
26.1,100,83.4,0.09,1002.58,2021-08-26T05:00:00+00:00,24.13,3.42,Ranchi
25.09,16.6,51.4,0.07,1002.46,2021-08-26T06:00:00+00:00,24.14,1.75,Srinagar
28.79,27.8,71.9,0.01,1006.66,2021-08-26T06:00:00+00:00,24.14,4.42,Mumbai
28.99,100,77.2,0.13,1005.48,2021-08-26T06:00:00+00:00,24.14,2.4,Chennai
27.69,100,54.7,0,1008.04,2021-08-26T06:00:00+00:00,24.14,3.38,Bangalore
28.89,69.1,64.7,0.52,1006,2021-08-26T06:00:00+00:00,24.14,4.52,Hyderabad
27.29,99.8,75.7,0.04,1004.56,2021-08-26T06:00:00+00:00,24.14,6.1,Bhopal
26.89,100,79.4,0,1002.42,2021-08-26T06:00:00+00:00,24.14,3.56,Ranchi
26.4,11.07,45.9,0.05,1001.25,2021-08-26T07:00:00+00:00,24.14,1.74,Srinagar
28.83,29.2,71.83,0.03,1006,2021-08-26T07:00:00+00:00,24.14,4.65,Mumbai
28.97,100,78.23,0.09,1004.31,2021-08-26T07:00:00+00:00,24.14,2.43,Chennai
28.37,100,51.97,0,1006.8,2021-08-26T07:00:00+00:00,24.14,3.67,Bangalore
29.33,79.4,62.97,0.68,1004.99,2021-08-26T07:00:00+00:00,24.14,4.62,Hyderabad
27.3,99.87,75.3,0.04,1003.84,2021-08-26T07:00:00+00:00,24.14,5.73,Bhopal
26.67,100,80.6,0.17,1001.78,2021-08-26T07:00:00+00:00,24.14,3.35,Ranchi
27.71,5.53,40.4,0.04,1000.04,2021-08-26T08:00:00+00:00,24.14,1.73,Srinagar
28.87,30.6,71.77,0.05,1005.34,2021-08-26T08:00:00+00:00,24.14,4.87,Mumbai
28.94,100,79.27,0.04,1003.14,2021-08-26T08:00:00+00:00,24.14,2.47,Chennai
29.04,100,49.23,0.01,1005.56,2021-08-26T08:00:00+00:00,24.14,3.95,Bangalore
29.77,89.7,61.23,0.83,1003.98,2021-08-26T08:00:00+00:00,24.14,4.71,Hyderabad
27.31,99.93,74.9,0.03,1003.12,2021-08-26T08:00:00+00:00,24.14,5.37,Bhopal
26.44,100,81.8,0.33,1001.14,2021-08-26T08:00:00+00:00,24.14,3.13,Ranchi
29.01,0,34.9,0.02,998.83,2021-08-26T09:00:00+00:00,24.14,1.72,Srinagar
28.91,32,71.7,0.07,1004.68,2021-08-26T09:00:00+00:00,24.14,5.1,Mumbai
28.91,100,80.3,0,1001.98,2021-08-26T09:00:00+00:00,24.14,2.5,Chennai
29.71,100,46.5,0.01,1004.32,2021-08-26T09:00:00+00:00,24.14,4.24,Bangalore
30.21,100,59.5,0.98,1002.98,2021-08-26T09:00:00+00:00,24.14,4.81,Hyderabad
27.31,100,74.5,0.03,1002.4,2021-08-26T09:00:00+00:00,24.14,5,Bhopal
26.21,100,83,0.5,1000.49,2021-08-26T09:00:00+00:00,24.14,2.92,Ranchi
28.76,9.4,35.23,0.02,998.4,2021-08-26T10:00:00+00:00,24.14,2.03,Srinagar
28.79,51.3,72.17,0.07,1004.57,2021-08-26T10:00:00+00:00,24.14,4.54,Mumbai
29.06,100,80.5,0,1002.14,2021-08-26T10:00:00+00:00,24.14,2.82,Chennai
29.26,100,48.53,0.04,1004.48,2021-08-26T10:00:00+00:00,24.14,4.02,Bangalore
28.76,99.97,66.67,1.69,1003.25,2021-08-26T10:00:00+00:00,17.41,4.39,Hyderabad
26.79,99.57,77,0.03,1002.45,2021-08-26T10:00:00+00:00,24.14,4.88,Bhopal
26.02,100,83.67,0.47,1000.78,2021-08-26T10:00:00+00:00,18.84,2.53,Ranchi
28.5,18.8,35.57,0.02,997.97,2021-08-26T11:00:00+00:00,24.14,2.34,Srinagar
28.67,70.6,72.63,0.07,1004.46,2021-08-26T11:00:00+00:00,24.14,4.32,Mumbai
29.2,100,80.7,0,1002.3,2021-08-26T11:00:00+00:00,24.14,2.71,Chennai
28.8,100,50.57,0.07,1004.64,2021-08-26T11:00:00+00:00,24.14,3.81,Bangalore
27.3,99.93,73.83,2.4,1003.51,2021-08-26T11:00:00+00:00,10.68,3.98,Hyderabad
26.27,99.13,79.5,0.04,1002.5,2021-08-26T11:00:00+00:00,24.14,4.76,Bhopal
25.84,100,84.33,0.43,1001.08,2021-08-26T11:00:00+00:00,13.54,2.13,Ranchi
28.25,28.2,35.9,0.02,997.54,2021-08-26T12:00:00+00:00,24.14,2.65,Srinagar
28.55,89.9,73.1,0.08,1004.36,2021-08-26T12:00:00+00:00,24.14,4.09,Mumbai
29.35,100,80.9,0,1002.46,2021-08-26T12:00:00+00:00,24.14,3.49,Chennai
28.35,100,52.6,0.1,1004.8,2021-08-26T12:00:00+00:00,24.14,3.59,Bangalore
25.85,99.9,81,3.1,1003.78,2021-08-26T12:00:00+00:00,3.95,3.56,Hyderabad
25.75,98.7,82,0.05,1002.55,2021-08-26T12:00:00+00:00,24.14,4.64,Bhopal
25.65,100,85,0.4,1001.37,2021-08-26T12:00:00+00:00,8.24,1.74,Ranchi
25.71,23.43,43.63,0.02,998.8,2021-08-26T13:00:00+00:00,24.13,2.24,Srinagar
28.28,67.03,74.8,0.08,1004.71,2021-08-26T13:00:00+00:00,24.08,3.6,Mumbai
29.21,100,80.37,0.27,1003.22,2021-08-26T13:00:00+00:00,20.72,2.86,Chennai
27.31,100,57.77,0.32,1005.55,2021-08-26T13:00:00+00:00,23.01,3.67,Bangalore
25.18,99.93,84.7,2.38,1004.71,2021-08-26T13:00:00+00:00,6.1,3.24,Hyderabad
25.51,94.23,80.33,0.03,1003.02,2021-08-26T13:00:00+00:00,24.13,4.35,Bhopal
25.45,99.87,85.33,0.27,1001.92,2021-08-26T13:00:00+00:00,13.54,1.87,Ranchi
23.18,18.67,51.37,0.02,1000.06,2021-08-26T14:00:00+00:00,24.13,1.83,Srinagar
28.01,44.17,76.5,0.08,1005.06,2021-08-26T14:00:00+00:00,24.02,3.11,Mumbai
29.08,100,79.83,0.54,1003.99,2021-08-26T14:00:00+00:00,17.31,2.23,Chennai
26.28,100,62.93,0.54,1006.3,2021-08-26T14:00:00+00:00,21.88,3.74,Bangalore
24.51,99.97,88.4,1.66,1005.65,2021-08-26T14:00:00+00:00,8.25,2.93,Hyderabad
25.28,89.77,78.67,0.02,1003.5,2021-08-26T14:00:00+00:00,24.13,4.07,Bhopal
25.25,99.73,85.67,0.13,1002.46,2021-08-26T14:00:00+00:00,18.84,2,Ranchi
20.64,13.9,59.1,0.01,1001.32,2021-08-26T15:00:00+00:00,24.13,1.42,Srinagar
27.74,21.3,78.2,0.08,1005.41,2021-08-26T15:00:00+00:00,23.96,2.62,Mumbai
28.94,100,79.3,0.81,1004.75,2021-08-26T15:00:00+00:00,13.9,1.6,Chennai
25.24,100,68.1,0.76,1007.05,2021-08-26T15:00:00+00:00,20.75,3.82,Bangalore
23.84,100,92.1,0.94,1006.59,2021-08-26T15:00:00+00:00,10.4,2.61,Hyderabad
25.04,85.3,77,0,1003.97,2021-08-26T15:00:00+00:00,24.13,3.78,Bhopal
25.04,99.6,86,0,1003.01,2021-08-26T15:00:00+00:00,24.13,2.13,Ranchi
19.79,23.87,62.23,0.03,1002.05,2021-08-26T16:00:00+00:00,24.13,1.48,Srinagar
27.55,41.47,78.8,0.1,1005.45,2021-08-26T16:00:00+00:00,24.01,2.98,Mumbai
28.42,100,80.63,0.56,1004.83,2021-08-26T16:00:00+00:00,17.31,1.6,Chennai
24.82,100,70.3,0.79,1007.16,2021-08-26T16:00:00+00:00,21.88,3.77,Bangalore
23.75,100,91.43,0.63,1006.27,2021-08-26T16:00:00+00:00,14.98,2.37,Hyderabad
24.59,80.03,77.63,0.5,1003.86,2021-08-26T16:00:00+00:00,24.13,3.56,Bhopal
24.79,99.73,86.03,0.13,1003.09,2021-08-26T16:00:00+00:00,19.74,2.01,Ranchi
18.07,71.47,0.01,0.2,1005.42,2021-08-27T01:00:00+00:00,24.13,0.86,Srinagar
26.34,76.63,82.57,0.13,1004.7,2021-08-27T01:00:00+00:00,24.04,3.45,Mumbai
27.14,100,82.07,0.31,1004.62,2021-08-27T01:00:00+00:00,18.75,1.73,Chennai
21.84,100,85.13,0.04,1007.64,2021-08-27T01:00:00+00:00,19.71,2.67,Bangalore
23.94,100,84.53,0.41,1005.14,2021-08-27T01:00:00+00:00,19.48,2.6,Hyderabad
22.74,99.53,86.47,0,1003.88,2021-08-27T01:00:00+00:00,24.13,4,Bhopal
24.21,100,87.43,0.29,1004.04,2021-08-27T01:00:00+00:00,23.81,1.48,Ranchi
18.98,68.23,85.25,0.01,1005.97,2021-08-27T02:00:00+00:00,24.13,1.18,Srinagar
26.62,53.37,81.33,0.12,1005.44,2021-08-27T02:00:00+00:00,24.07,3.32,Mumbai
27.52,100,78.73,0.19,1005.31,2021-08-27T02:00:00+00:00,21.44,1.86,Chennai
22.22,100,83.07,0.06,1008.37,2021-08-27T02:00:00+00:00,21.92,2.96,Bangalore
24.52,100,82.27,0.56,1005.76,2021-08-27T02:00:00+00:00,14.82,2.33,Hyderabad
23.72,99.77,84.43,0,1004.57,2021-08-27T02:00:00+00:00,24.13,4.63,Bhopal
25.65,100,80.57,0.29,1004.36,2021-08-27T02:00:00+00:00,23.48,1.77,Ranchi
16.93,0,73.47,0.01,1005.76,2021-08-27T17:00:00+00:00,24.13,1.34,Srinagar
27.53,62.6,78.33,0.06,1005.21,2021-08-27T17:00:00+00:00,24.06,2.96,Mumbai
28.23,100,79.7,2.25,1003.99,2021-08-27T17:00:00+00:00,17.23,1.95,Chennai
22.16,100,87.97,1.95,1007.29,2021-08-27T17:00:00+00:00,10,4.51,Bangalore
24.69,96,83.5,0.45,1005.03,2021-08-27T17:00:00+00:00,17.91,1.71,Hyderabad
24.69,99.73,82.7,0.01,1004.01,2021-08-27T17:00:00+00:00,24.13,2.93,Bhopal
24.43,99.93,87.37,0.44,1003.91,2021-08-27T17:00:00+00:00,17.67,1.72,Ranchi
16.52,0,74.6,0.02,1006.05,2021-08-27T18:00:00+00:00,24.14,1.27,Srinagar
27.32,44,78.7,0.08,1005.24,2021-08-27T18:00:00+00:00,24.02,3.16,Mumbai
28.82,100,77.8,0.72,1003.68,2021-08-27T18:00:00+00:00,24.14,1.71,Chennai
22.32,100,86.1,1.06,1007.28,2021-08-27T18:00:00+00:00,12.78,4.51,Bangalore
24.52,94,83.6,0.03,1004.98,2021-08-27T18:00:00+00:00,24.14,1.88,Hyderabad
24.52,100,82.8,0,1003.99,2021-08-27T18:00:00+00:00,24.14,2.91,Bhopal
24.52,100,86.6,0.02,1003.78,2021-08-27T18:00:00+00:00,24.14,2.29,Ranchi
15.83,2.13,76.67,0.04,1006.19,2021-08-27T19:00:00+00:00,24.14,1.24,Srinagar
27.1,62.67,78.8,0.07,1004.54,2021-08-27T19:00:00+00:00,24.06,3.17,Mumbai
28.57,100,78.53,1.14,1003.03,2021-08-27T19:00:00+00:00,18.17,1.85,Chennai
21.97,100,87.43,1.21,1006.55,2021-08-27T19:00:00+00:00,10.53,4.22,Bangalore
24.4,96,83.2,0.02,1004.06,2021-08-27T19:00:00+00:00,24.14,1.89,Hyderabad
24.4,95.27,82.7,0.8,1003.4,2021-08-27T19:00:00+00:00,24.14,2.92,Bhopal
24.37,100,86.77,0.02,1003.15,2021-08-27T19:00:00+00:00,24.14,2.06,Ranchi
15.15,4.27,78.73,0.07,1006.33,2021-08-27T20:00:00+00:00,24.14,1.22,Srinagar
26.88,81.33,78.9,0.05,1003.83,2021-08-27T20:00:00+00:00,24.1,3.17,Mumbai
28.31,100,79.27,1.55,1002.37,2021-08-27T20:00:00+00:00,12.21,2,Chennai
21.61,100,88.77,1.36,1005.82,2021-08-27T20:00:00+00:00,8.28,3.92,Bangalore
24.28,98,82.8,0.01,1003.14,2021-08-27T20:00:00+00:00,24.14,1.89,Hyderabad
24.28,90.53,82.6,1.2,1002.81,2021-08-27T20:00:00+00:00,24.14,2.94,Bhopal
24.21,100,86.93,0.02,1002.51,2021-08-27T20:00:00+00:00,24.14,1.82,Ranchi
14.46,6.4,80.8,0.1,1006.47,2021-08-27T21:00:00+00:00,24.14,1.19,Srinagar
26.66,100,79,0.03,1003.13,2021-08-27T21:00:00+00:00,24.14,3.18,Mumbai
28.06,100,80,1.96,1001.72,2021-08-27T21:00:00+00:00,6.25,2.14,Chennai
21.26,100,90.1,1.5,1005.09,2021-08-27T21:00:00+00:00,6.03,3.63,Bangalore
24.16,100,82.4,0,1002.22,2021-08-27T21:00:00+00:00,24.14,1.9,Hyderabad
24.16,85.8,82.5,0,1002.21,2021-08-27T21:00:00+00:00,24.14,2.95,Bhopal
24.06,100,87.1,0.02,1001.88,2021-08-27T21:00:00+00:00,24.14,1.59,Ranchi
14.52,28.53,82.37,0.13,1006.94,2021-08-27T22:00:00+00:00,24.14,0.99,Srinagar
26.42,89.2,79.67,0.03,1003.16,2021-08-27T22:00:00+00:00,24.14,2.91,Mumbai
27.79,100,80.37,1.35,1001.92,2021-08-27T22:00:00+00:00,12.21,2.24,Chennai
21.05,100,91.17,1.26,1005.54,2021-08-27T22:00:00+00:00,12.07,3.47,Bangalore
23.85,100,83.9,0.06,1002.47,2021-08-27T22:00:00+00:00,23.67,2.08,Hyderabad
24.35,90.53,81.63,0.02,1002.15,2021-08-27T22:00:00+00:00,24.14,2.87,Bhopal
23.45,98.27,90.67,0.17,1002.29,2021-08-27T22:00:00+00:00,24.14,1.33,Ranchi
14.58,50.67,83.93,0.16,1007.41,2021-08-27T23:00:00+00:00,24.13,0.8,Srinagar
26.18,78.4,80.33,0.03,1003.19,2021-08-27T23:00:00+00:00,24.13,2.65,Mumbai
27.51,100,80.73,0.74,1002.13,2021-08-27T23:00:00+00:00,18.17,2.35,Chennai
20.84,100,92.23,1.02,1005.99,2021-08-27T23:00:00+00:00,18.1,3.32,Bangalore
23.54,100,85.4,0.12,1002.72,2021-08-27T23:00:00+00:00,23.21,2.27,Hyderabad
24.54,95.27,80.77,0.5,1002.1,2021-08-27T23:00:00+00:00,24.13,2.78,Bhopal
22.84,96.53,94.23,0.31,1002.71,2021-08-27T23:00:00+00:00,24.13,1.07,Ranchi
14.63,72.8,85.5,0.2,1007.88,2021-08-28T00:00:00+00:00,24.13,0.6,Srinagar
25.93,67.6,81,0.03,1003.23,2021-08-28T00:00:00+00:00,24.13,2.38,Mumbai
27.23,100,81.1,0.13,1002.33,2021-08-28T00:00:00+00:00,24.13,2.45,Chennai
20.63,100,93.3,0.77,1006.44,2021-08-28T00:00:00+00:00,24.13,3.16,Bangalore
23.23,100,86.9,0.19,1002.96,2021-08-28T00:00:00+00:00,22.75,2.45,Hyderabad
24.73,100,79.9,0,1002.04,2021-08-28T00:00:00+00:00,24.13,2.7,Bhopal
22.23,94.8,97.8,0.45,1003.13,2021-08-28T00:00:00+00:00,24.13,0.81,Ranchi
15.48,81.87,81.03,0.17,1007.95,2021-08-28T01:00:00+00:00,24.13,0.57,Srinagar
26.28,48.13,79.43,0.03,1003.74,2021-08-28T01:00:00+00:00,24.13,2.29,Mumbai
27.55,100,79.63,0.09,1002.81,2021-08-28T01:00:00+00:00,24.13,2.63,Chennai
20.88,100,91.8,0.53,1006.84,2021-08-28T01:00:00+00:00,24.13,2.84,Bangalore
23.95,100,84,0.15,1003.45,2021-08-28T01:00:00+00:00,23.21,2.38,Hyderabad
24.68,92.83,80.93,0,1002.72,2021-08-28T01:00:00+00:00,24.13,2.92,Bhopal
23.38,96.53,92.03,0.3,1003.37,2021-08-28T01:00:00+00:00,24.13,0.87,Ranchi
16.33,90.93,76.57,0.15,1008.02,2021-08-28T02:00:00+00:00,24.13,0.55,Srinagar
26.63,28.67,77.87,0.02,1004.25,2021-08-28T02:00:00+00:00,24.13,2.2,Mumbai
27.86,100,78.17,0.04,1003.29,2021-08-28T02:00:00+00:00,24.13,2.82,Chennai
21.13,100,90.3,0.29,1007.25,2021-08-28T02:00:00+00:00,24.13,2.53,Bangalore
24.66,100,81.1,0.11,1003.93,2021-08-28T02:00:00+00:00,23.67,2.31,Hyderabad
24.63,85.67,81.97,0,1003.41,2021-08-28T02:00:00+00:00,24.13,3.14,Bhopal
24.53,98.27,86.27,0.15,1003.6,2021-08-28T02:00:00+00:00,24.13,0.92,Ranchi
17.1,93.53,78.17,0.22,1009.37,2021-08-28T05:00:00+00:00,24.13,1.97,Srinagar
28.3,29.4,69.1,0.02,1004.81,2021-08-28T05:00:00+00:00,24.13,2.34,Mumbai
27.83,100,77.57,0,1003.44,2021-08-28T05:00:00+00:00,24.13,4,Chennai
21.3,100,89.53,0.52,1007.62,2021-08-28T05:00:00+00:00,13.93,3.39,Bangalore
28.03,100,65.4,0.64,1003.67,2021-08-28T05:00:00+00:00,24.13,2.43,Hyderabad
25.83,65.63,77.27,0.15,1004.09,2021-08-28T05:00:00+00:00,24.13,4.07,Bhopal
27.87,94.6,72.5,0.43,1003.14,2021-08-28T05:00:00+00:00,19.64,1.75,Ranchi
17.06,90.3,81.2,0.26,1010.01,2021-08-28T06:00:00+00:00,24.13,2.69,Srinagar
28.96,39.5,65.5,0.02,1004.84,2021-08-28T06:00:00+00:00,24.13,2.46,Mumbai
27.66,100,78,0,1003.28,2021-08-28T06:00:00+00:00,24.13,4.5,Chennai
21.26,100,89.9,0.76,1007.6,2021-08-28T06:00:00+00:00,8.82,3.98,Bangalore
29.36,100,59,0.93,1003.3,2021-08-28T06:00:00+00:00,24.13,2.53,Hyderabad
26.46,59.2,74.4,0.23,1004.08,2021-08-28T06:00:00+00:00,24.13,4.42,Bhopal
28.96,91.9,68.5,0.65,1002.8,2021-08-28T06:00:00+00:00,17.4,2.13,Ranchi
17.95,77.4,76.4,0.24,1009.17,2021-08-28T07:00:00+00:00,20.38,2.64,Srinagar
29.19,35.27,64.6,0.01,1004.12,2021-08-28T07:00:00+00:00,24.13,2.74,Mumbai
28.19,100,76.17,0.01,1002.52,2021-08-28T07:00:00+00:00,24.13,3.93,Chennai
21.12,100,89.93,0.59,1006.84,2021-08-28T07:00:00+00:00,13.74,4.19,Bangalore
29.49,100,58.87,1.03,1002.56,2021-08-28T07:00:00+00:00,18.58,2.82,Hyderabad
27.59,55.47,70.43,0.4,1003.17,2021-08-28T07:00:00+00:00,22.31,4.1,Bhopal
29.12,69.47,67.63,0.76,1001.94,2021-08-28T07:00:00+00:00,16.03,1.96,Ranchi
18.84,64.5,71.6,0.21,1008.34,2021-08-28T08:00:00+00:00,16.63,2.59,Srinagar
29.41,31.03,63.7,0.01,1003.4,2021-08-28T08:00:00+00:00,24.13,3.02,Mumbai
28.71,100,74.33,0.01,1001.76,2021-08-28T08:00:00+00:00,24.13,3.35,Chennai
20.98,100,89.97,0.43,1006.08,2021-08-28T08:00:00+00:00,18.65,4.41,Bangalore
29.61,100,58.73,1.13,1001.81,2021-08-28T08:00:00+00:00,13.03,3.12,Hyderabad
28.71,51.73,66.47,0.57,1002.25,2021-08-28T08:00:00+00:00,20.49,3.78,Bhopal
29.28,47.03,66.77,0.86,1001.09,2021-08-28T08:00:00+00:00,14.66,1.78,Ranchi
19.73,51.6,66.8,0.19,1007.51,2021-08-28T09:00:00+00:00,12.88,2.54,Srinagar
29.63,26.8,62.8,0,1002.69,2021-08-28T09:00:00+00:00,24.13,3.3,Mumbai
29.23,100,72.5,0.02,1001.01,2021-08-28T09:00:00+00:00,24.13,2.78,Chennai
20.83,100,90,0.26,1005.32,2021-08-28T09:00:00+00:00,23.56,4.62,Bangalore
29.73,100,58.6,1.22,1001.06,2021-08-28T09:00:00+00:00,7.47,3.41,Hyderabad
29.83,48,62.5,0.74,1001.33,2021-08-28T09:00:00+00:00,18.67,3.46,Bhopal
29.43,24.6,65.9,0.97,1000.23,2021-08-28T09:00:00+00:00,13.29,1.61,Ranchi
19.83,53.8,65.6,0.2,1006.82,2021-08-28T10:00:00+00:00,16.63,2.12,Srinagar
29.39,50.23,64.5,0.01,1002.58,2021-08-28T10:00:00+00:00,24.13,3.39,Mumbai
29.39,100,72.17,0.06,1001.11,2021-08-28T10:00:00+00:00,24.13,2.27,Chennai
20.69,100,91.17,0.24,1005.36,2021-08-28T10:00:00+00:00,23.13,4.77,Bangalore
28.76,100,64.5,1.2,1001.3,2021-08-28T10:00:00+00:00,7.1,2.98,Hyderabad
29.33,49.6,66,0.54,1001.24,2021-08-28T10:00:00+00:00,16.85,2.97,Bhopal
28.46,49.73,71.97,1,1000.4,2021-08-28T10:00:00+00:00,11.12,1.73,Ranchi
19.92,56,64.4,0.2,1006.14,2021-08-28T11:00:00+00:00,20.38,1.69,Srinagar
29.15,73.67,66.2,0.01,1002.46,2021-08-28T11:00:00+00:00,24.13,3.52,Mumbai
29.55,100,71.83,0.09,1001.21,2021-08-28T11:00:00+00:00,24.13,2.32,Chennai
20.55,100,92.33,0.23,1005.4,2021-08-28T11:00:00+00:00,22.7,4.91,Bangalore
27.79,100,70.4,1.17,1001.53,2021-08-28T11:00:00+00:00,6.73,2.54,Hyderabad
28.82,51.2,69.5,0.34,1001.15,2021-08-28T11:00:00+00:00,15.04,2.48,Bhopal
27.49,74.87,78.03,1.03,1000.57,2021-08-28T11:00:00+00:00,8.94,1.84,Ranchi
20.01,58.2,63.2,0.21,1005.45,2021-08-28T12:00:00+00:00,24.13,1.27,Srinagar
28.91,97.1,67.9,0.02,1002.35,2021-08-28T12:00:00+00:00,24.13,3.6,Mumbai
29.71,100,71.5,0.13,1001.31,2021-08-28T12:00:00+00:00,24.13,2.07,Chennai
20.41,100,93.5,0.21,1005.44,2021-08-28T12:00:00+00:00,22.28,5.06,Bangalore
26.81,100,76.3,1.14,1001.77,2021-08-28T12:00:00+00:00,6.35,2.11,Hyderabad
28.31,52.8,73,0.14,1001.06,2021-08-28T12:00:00+00:00,13.22,1.99,Bhopal
26.51,100,84.1,1.07,1000.74,2021-08-28T12:00:00+00:00,6.77,1.96,Ranchi
18.2,68.7,70.37,0.31,1006.13,2021-08-28T13:00:00+00:00,24.13,1.37,Srinagar
28.6,98.07,69.53,0.02,1002.92,2021-08-28T13:00:00+00:00,24.13,3.49,Mumbai
29.47,100,72.53,0.09,1001.95,2021-08-28T13:00:00+00:00,24.13,1.94,Chennai
20.27,100,93.83,0.22,1006.12,2021-08-28T13:00:00+00:00,22.67,4.97,Bangalore
26.23,100,78.23,1.02,1002.37,2021-08-28T13:00:00+00:00,12.28,2.08,Hyderabad
27.4,37.4,74.7,0.1,1001.43,2021-08-28T13:00:00+00:00,16.86,1.99,Bhopal
25.93,100,86.27,1.2,1001.48,2021-08-28T13:00:00+00:00,6.34,2.2,Ranchi
16.39,79.2,77.53,0.4,1006.82,2021-08-28T14:00:00+00:00,24.13,1.48,Srinagar
28.29,99.03,71.17,0.01,1003.49,2021-08-28T14:00:00+00:00,24.13,3.38,Mumbai
29.22,100,73.57,0.04,1002.58,2021-08-28T14:00:00+00:00,24.13,1.81,Chennai
20.12,100,94.17,0.23,1006.8,2021-08-28T14:00:00+00:00,23.07,4.88,Bangalore
25.65,100,80.17,0.9,1002.97,2021-08-28T14:00:00+00:00,18.21,2.04,Hyderabad
26.49,22,76.4,0.05,1001.8,2021-08-28T14:00:00+00:00,20.5,2,Bhopal
25.35,100,88.43,1.34,1002.21,2021-08-28T14:00:00+00:00,5.92,2.43,Ranchi
14.57,89.7,84.7,0.5,1007.5,2021-08-28T15:00:00+00:00,24.13,1.58,Srinagar
27.97,100,72.8,0.01,1004.06,2021-08-28T15:00:00+00:00,24.13,3.27,Mumbai
28.97,100,74.6,0,1003.22,2021-08-28T15:00:00+00:00,24.13,1.68,Chennai
19.97,100,94.5,0.24,1007.48,2021-08-28T15:00:00+00:00,23.47,4.79,Bangalore
25.07,100,82.1,0.79,1003.57,2021-08-28T15:00:00+00:00,24.13,2.01,Hyderabad
25.57,6.6,78.1,0,1002.17,2021-08-28T15:00:00+00:00,24.13,2,Bhopal
24.77,100,90.6,1.47,1002.94,2021-08-28T15:00:00+00:00,5.5,2.67,Ranchi
14.64,93.13,83.97,0.39,1007.96,2021-08-28T16:00:00+00:00,19.56,1.51,Srinagar
27.74,96.13,73.27,0.02,1004.22,2021-08-28T16:00:00+00:00,24.13,3.24,Mumbai
